Date and Time,"Water Level, meters"
2019-10-20T05:38:03Z,0.018
2019-10-20T05:39:38Z,NA
2019-10-20T05:40:03Z,0.02
2019-10-20T05:41:38Z,NA
2019-10-20T05:42:03Z,0.02
2019-10-20T05:43:38Z,NA
2019-10-20T05:44:03Z,0.019
2019-10-20T05:45:38Z,NA
2019-10-20T05:46:03Z,0.019
2019-10-20T05:47:38Z,NA
2019-10-20T05:48:03Z,0.018
2019-10-20T05:49:38Z,NA
2019-10-20T05:50:03Z,0.021
2019-10-20T05:51:38Z,NA
2019-10-20T05:52:03Z,0.017
2019-10-20T05:53:38Z,NA
2019-10-20T05:54:03Z,0.016
2019-10-20T05:55:38Z,NA
2019-10-20T05:56:03Z,0.019
2019-10-20T05:57:38Z,NA
2019-10-20T05:58:03Z,0.018
2019-10-20T05:59:38Z,NA
2019-10-20T06:00:03Z,0.019
2019-10-20T06:01:38Z,NA
2019-10-20T06:02:03Z,0.018
2019-10-20T06:03:38Z,NA
2019-10-20T06:04:03Z,0.019
2019-10-20T06:05:38Z,NA
2019-10-20T06:06:03Z,0.02
2019-10-20T06:07:38Z,NA
2019-10-20T06:08:03Z,0.019
2019-10-20T06:09:38Z,NA
2019-10-20T06:10:03Z,0.019
2019-10-20T06:11:38Z,NA
2019-10-20T06:12:03Z,0.018
2019-10-20T06:13:38Z,NA
2019-10-20T06:14:03Z,0.018
2019-10-20T06:15:38Z,NA
2019-10-20T06:16:03Z,0.017
2019-10-20T06:17:38Z,NA
2019-10-20T06:18:03Z,0.019
2019-10-20T06:19:38Z,NA
2019-10-20T06:20:03Z,0.018
2019-10-20T06:21:38Z,NA
2019-10-20T06:22:03Z,0.018
2019-10-20T06:23:38Z,NA
2019-10-20T06:24:03Z,0.018
2019-10-20T06:25:38Z,NA
2019-10-20T06:26:03Z,0.019
2019-10-20T06:27:38Z,NA
2019-10-20T06:28:03Z,0.018
2019-10-20T06:29:38Z,NA
2019-10-20T06:30:03Z,0.018
2019-10-20T06:31:38Z,NA
2019-10-20T06:32:03Z,0.019
2019-10-20T06:33:38Z,NA
2019-10-20T06:34:03Z,0.02
2019-10-20T06:35:38Z,NA
2019-10-20T06:36:03Z,0.018
2019-10-20T06:37:38Z,NA
2019-10-20T06:38:03Z,0.019
2019-10-20T06:39:38Z,NA
2019-10-20T06:40:03Z,0.019
2019-10-20T06:41:38Z,NA
2019-10-20T06:42:03Z,0.02
2019-10-20T06:43:38Z,NA
2019-10-20T06:44:03Z,0.02
2019-10-20T06:45:38Z,NA
2019-10-20T06:46:03Z,0.02
2019-10-20T06:47:38Z,NA
2019-10-20T06:48:03Z,0.019
2019-10-20T06:49:38Z,NA
2019-10-20T06:50:03Z,0.019
2019-10-20T06:51:38Z,NA
2019-10-20T06:52:03Z,0.02
2019-10-20T06:53:38Z,NA
2019-10-20T06:54:03Z,0.017
2019-10-20T06:55:38Z,NA
2019-10-20T06:56:03Z,0.019
2019-10-20T06:57:38Z,NA
2019-10-20T06:58:03Z,0.017
2019-10-20T06:59:38Z,NA
2019-10-20T07:00:03Z,0.017
2019-10-20T07:01:38Z,NA
2019-10-20T07:02:03Z,0.02
2019-10-20T07:03:38Z,NA
2019-10-20T07:04:03Z,0.018
2019-10-20T07:05:38Z,NA
2019-10-20T07:06:03Z,0.02
2019-10-20T07:07:38Z,NA
2019-10-20T07:08:03Z,0.019
2019-10-20T07:09:38Z,NA
2019-10-20T07:10:03Z,0.019
2019-10-20T07:11:38Z,NA
2019-10-20T07:12:03Z,0.019
2019-10-20T07:13:38Z,NA
2019-10-20T07:14:03Z,0.019
2019-10-20T07:15:38Z,NA
2019-10-20T07:16:03Z,0.017
2019-10-20T07:17:38Z,NA
2019-10-20T07:18:03Z,0.019
2019-10-20T07:19:38Z,NA
2019-10-20T07:20:03Z,0.019
2019-10-20T07:21:38Z,NA
2019-10-20T07:22:03Z,0.018
2019-10-20T07:23:38Z,NA
2019-10-20T07:24:03Z,0.019
2019-10-20T07:25:38Z,NA
2019-10-20T07:26:03Z,0.019
2019-10-20T07:27:38Z,NA
2019-10-20T07:28:03Z,0.018
2019-10-20T07:29:38Z,NA
2019-10-20T07:30:03Z,0.017
2019-10-20T07:31:38Z,NA
2019-10-20T07:32:03Z,0.018
2019-10-20T07:33:38Z,NA
2019-10-20T07:34:03Z,0.02
2019-10-20T07:35:38Z,NA
2019-10-20T07:36:03Z,0.019
2019-10-20T07:37:38Z,NA
2019-10-20T07:38:03Z,0.019
2019-10-20T07:39:38Z,NA
2019-10-20T07:40:03Z,0.018
2019-10-20T07:41:38Z,NA
2019-10-20T07:42:03Z,0.017
2019-10-20T07:43:38Z,NA
2019-10-20T07:44:03Z,0.018
2019-10-20T07:45:38Z,NA
2019-10-20T07:46:03Z,0.02
2019-10-20T07:47:38Z,NA
2019-10-20T07:48:03Z,0.019
2019-10-20T07:49:38Z,NA
2019-10-20T07:50:03Z,0.021
2019-10-20T07:51:38Z,NA
2019-10-20T07:52:03Z,0.02
2019-10-20T07:53:38Z,NA
2019-10-20T07:54:03Z,0.019
2019-10-20T07:55:38Z,NA
2019-10-20T07:56:03Z,0.018
2019-10-20T07:57:38Z,NA
2019-10-20T07:58:03Z,0.02
2019-10-20T07:59:38Z,NA
2019-10-20T08:00:03Z,0.019
2019-10-20T08:01:38Z,NA
2019-10-20T08:02:03Z,0.019
2019-10-20T08:03:38Z,NA
2019-10-20T08:04:03Z,0.019
2019-10-20T08:05:38Z,NA
2019-10-20T08:06:03Z,0.019
2019-10-20T08:07:38Z,NA
2019-10-20T08:08:03Z,0.02
2019-10-20T08:09:38Z,NA
2019-10-20T08:10:03Z,0.019
2019-10-20T08:11:38Z,NA
2019-10-20T08:12:03Z,0.019
2019-10-20T08:13:38Z,NA
2019-10-20T08:14:03Z,0.021
2019-10-20T08:15:38Z,NA
2019-10-20T08:16:03Z,0.019
2019-10-20T08:17:38Z,NA
2019-10-20T08:18:03Z,0.021
2019-10-20T08:19:38Z,NA
2019-10-20T08:20:03Z,0.021
2019-10-20T08:21:38Z,NA
2019-10-20T08:22:03Z,0.022
2019-10-20T08:23:38Z,NA
2019-10-20T08:24:03Z,0.023
2019-10-20T08:25:38Z,NA
2019-10-20T08:26:03Z,0.024
2019-10-20T08:27:38Z,NA
2019-10-20T08:28:03Z,0.024
2019-10-20T08:29:38Z,NA
2019-10-20T08:30:03Z,0.023
2019-10-20T08:31:38Z,NA
2019-10-20T08:32:03Z,0.024
2019-10-20T08:33:38Z,NA
2019-10-20T08:34:03Z,0.024
2019-10-20T08:35:38Z,NA
2019-10-20T08:36:03Z,0.024
2019-10-20T08:37:38Z,NA
2019-10-20T08:38:03Z,0.024
2019-10-20T08:39:38Z,NA
2019-10-20T08:40:03Z,0.024
2019-10-20T08:41:38Z,NA
2019-10-20T08:42:03Z,0.021
2019-10-20T08:43:38Z,NA
2019-10-20T08:44:03Z,0.024
2019-10-20T08:45:38Z,NA
2019-10-20T08:46:03Z,0.021
2019-10-20T08:47:38Z,NA
2019-10-20T08:48:03Z,0.023
2019-10-20T08:49:38Z,NA
2019-10-20T08:50:03Z,0.022
2019-10-20T08:51:38Z,NA
2019-10-20T08:52:03Z,0.023
2019-10-20T08:53:38Z,NA
2019-10-20T08:54:03Z,0.021
2019-10-20T08:55:38Z,NA
2019-10-20T08:56:03Z,0.024
2019-10-20T08:57:38Z,NA
2019-10-20T08:58:03Z,0.023
2019-10-20T08:59:38Z,NA
2019-10-20T09:00:03Z,0.023
2019-10-20T09:01:38Z,NA
2019-10-20T09:02:03Z,0.023
2019-10-20T09:03:38Z,NA
2019-10-20T09:04:03Z,0.022
2019-10-20T09:05:38Z,NA
2019-10-20T09:06:03Z,0.022
2019-10-20T09:07:38Z,NA
2019-10-20T09:08:03Z,0.023
2019-10-20T09:09:38Z,NA
2019-10-20T09:10:03Z,0.021
2019-10-20T09:11:38Z,NA
2019-10-20T09:12:03Z,0.021
2019-10-20T09:13:38Z,NA
2019-10-20T09:14:03Z,0.021
2019-10-20T09:15:38Z,NA
2019-10-20T09:16:03Z,0.02
2019-10-20T09:17:38Z,NA
2019-10-20T09:18:03Z,0.021
2019-10-20T09:19:38Z,NA
2019-10-20T09:20:03Z,0.022
2019-10-20T09:21:38Z,NA
2019-10-20T09:22:03Z,0.021
2019-10-20T09:23:38Z,NA
2019-10-20T09:24:03Z,0.021
2019-10-20T09:25:38Z,NA
2019-10-20T09:26:03Z,0.022
2019-10-20T09:27:38Z,NA
2019-10-20T09:28:03Z,0.022
2019-10-20T09:29:38Z,NA
2019-10-20T09:30:03Z,0.022
2019-10-20T09:31:38Z,NA
2019-10-20T09:32:03Z,0.023
2019-10-20T09:33:38Z,NA
2019-10-20T09:34:03Z,0.021
2019-10-20T09:35:38Z,NA
2019-10-20T09:36:03Z,0.023
2019-10-20T09:37:38Z,NA
2019-10-20T09:38:03Z,0.022
2019-10-20T09:39:38Z,NA
2019-10-20T09:40:03Z,0.02
2019-10-20T09:41:38Z,NA
2019-10-20T09:42:03Z,0.021
2019-10-20T09:43:38Z,NA
2019-10-20T09:44:03Z,0.023
2019-10-20T09:45:38Z,NA
2019-10-20T09:46:03Z,0.022
2019-10-20T09:47:38Z,NA
2019-10-20T09:48:03Z,0.022
2019-10-20T09:49:38Z,NA
2019-10-20T09:50:03Z,0.024
2019-10-20T09:51:38Z,NA
2019-10-20T09:52:03Z,0.023
2019-10-20T09:53:38Z,NA
2019-10-20T09:54:03Z,0.021
2019-10-20T09:55:38Z,NA
2019-10-20T09:56:03Z,0.021
2019-10-20T09:57:38Z,NA
2019-10-20T09:58:03Z,0.023
2019-10-20T09:59:38Z,NA
2019-10-20T10:00:03Z,0.023
2019-10-20T10:01:38Z,NA
2019-10-20T10:02:03Z,0.023
2019-10-20T10:03:38Z,NA
2019-10-20T10:04:03Z,0.025
2019-10-20T10:05:38Z,NA
2019-10-20T10:06:03Z,0.023
2019-10-20T10:07:38Z,NA
2019-10-20T10:08:03Z,0.025
2019-10-20T10:09:38Z,NA
2019-10-20T10:10:03Z,0.023
2019-10-20T10:11:38Z,NA
2019-10-20T10:12:03Z,0.023
2019-10-20T10:13:38Z,NA
2019-10-20T10:14:03Z,0.023
2019-10-20T10:15:38Z,NA
2019-10-20T10:16:03Z,0.024
2019-10-20T10:17:38Z,NA
2019-10-20T10:18:03Z,0.024
2019-10-20T10:19:38Z,NA
2019-10-20T10:20:03Z,0.025
2019-10-20T10:21:38Z,NA
2019-10-20T10:22:03Z,0.023
2019-10-20T10:23:38Z,NA
2019-10-20T10:24:03Z,0.023
2019-10-20T10:25:38Z,NA
2019-10-20T10:26:03Z,0.022
2019-10-20T10:27:38Z,NA
2019-10-20T10:28:03Z,0.021
2019-10-20T10:29:38Z,NA
2019-10-20T10:30:03Z,0.022
2019-10-20T10:31:38Z,NA
2019-10-20T10:32:03Z,0.021
2019-10-20T10:33:38Z,NA
2019-10-20T10:34:03Z,0.021
2019-10-20T10:35:38Z,NA
2019-10-20T10:36:03Z,0.021
2019-10-20T10:37:38Z,NA
2019-10-20T10:38:03Z,0.023
2019-10-20T10:39:38Z,NA
2019-10-20T10:40:03Z,0.021
2019-10-20T10:41:38Z,NA
2019-10-20T10:42:03Z,0.022
2019-10-20T10:43:38Z,NA
2019-10-20T10:44:03Z,0.023
2019-10-20T10:45:38Z,NA
2019-10-20T10:46:03Z,0.021
2019-10-20T10:47:38Z,NA
2019-10-20T10:48:03Z,0.022
2019-10-20T10:49:38Z,NA
2019-10-20T10:50:03Z,0.02
2019-10-20T10:51:38Z,NA
2019-10-20T10:52:03Z,0.02
2019-10-20T10:53:38Z,NA
2019-10-20T10:54:03Z,0.019
2019-10-20T10:55:38Z,NA
2019-10-20T10:56:03Z,0.019
2019-10-20T10:57:38Z,NA
2019-10-20T10:58:03Z,0.021
2019-10-20T10:59:38Z,NA
2019-10-20T11:00:03Z,0.02
2019-10-20T11:01:38Z,NA
2019-10-20T11:02:03Z,0.02
2019-10-20T11:03:38Z,NA
2019-10-20T11:04:03Z,0.02
2019-10-20T11:05:38Z,NA
2019-10-20T11:06:03Z,0.02
2019-10-20T11:07:38Z,NA
2019-10-20T11:08:03Z,0.02
2019-10-20T11:09:38Z,NA
2019-10-20T11:10:03Z,0.021
2019-10-20T11:11:38Z,NA
2019-10-20T11:12:03Z,0.019
2019-10-20T11:13:38Z,NA
2019-10-20T11:14:03Z,0.019
2019-10-20T11:15:38Z,NA
2019-10-20T11:16:03Z,0.02
2019-10-20T11:17:38Z,NA
2019-10-20T11:18:03Z,0.02
2019-10-20T11:19:38Z,NA
2019-10-20T11:20:03Z,0.018
2019-10-20T11:21:38Z,NA
2019-10-20T11:22:03Z,0.019
2019-10-20T11:23:38Z,NA
2019-10-20T11:24:03Z,0.018
2019-10-20T11:25:38Z,NA
2019-10-20T11:26:03Z,0.019
2019-10-20T11:27:38Z,NA
2019-10-20T11:28:03Z,0.019
2019-10-20T11:29:38Z,NA
2019-10-20T11:30:03Z,0.019
2019-10-20T11:31:38Z,NA
2019-10-20T11:32:03Z,0.018
2019-10-20T11:33:38Z,NA
2019-10-20T11:34:03Z,0.018
2019-10-20T11:35:38Z,NA
2019-10-20T11:36:03Z,0.017
2019-10-20T11:37:38Z,NA
2019-10-20T11:38:03Z,0.016
2019-10-20T11:39:38Z,NA
2019-10-20T11:40:03Z,0.018
2019-10-20T11:41:38Z,NA
2019-10-20T11:42:03Z,0.016
2019-10-20T11:43:38Z,NA
2019-10-20T11:44:03Z,0.017
2019-10-20T11:45:38Z,NA
2019-10-20T11:46:03Z,0.019
2019-10-20T11:47:38Z,NA
2019-10-20T11:48:03Z,0.017
2019-10-20T11:49:38Z,NA
2019-10-20T11:50:03Z,0.018
2019-10-20T11:51:38Z,NA
2019-10-20T11:52:03Z,0.018
2019-10-20T11:53:38Z,NA
2019-10-20T11:54:03Z,0.017
2019-10-20T11:55:38Z,NA
2019-10-20T11:56:03Z,0.014
2019-10-20T11:57:38Z,NA
2019-10-20T11:58:03Z,0.017
2019-10-20T11:59:38Z,NA
2019-10-20T12:00:03Z,0.015
2019-10-20T12:01:38Z,NA
2019-10-20T12:02:03Z,0.015
2019-10-20T12:03:38Z,NA
2019-10-20T12:04:03Z,0.015
2019-10-20T12:05:38Z,NA
2019-10-20T12:06:03Z,0.016
2019-10-20T12:07:38Z,NA
2019-10-20T12:08:03Z,0.014
2019-10-20T12:09:38Z,NA
2019-10-20T12:10:03Z,0.016
2019-10-20T12:11:38Z,NA
2019-10-20T12:12:03Z,0.014
2019-10-20T12:13:38Z,NA
2019-10-20T12:14:03Z,0.016
2019-10-20T12:15:38Z,NA
2019-10-20T12:16:03Z,0.015
2019-10-20T12:17:38Z,NA
2019-10-20T12:18:03Z,0.015
2019-10-20T12:19:38Z,NA
2019-10-20T12:20:03Z,0.015
2019-10-20T12:21:38Z,NA
2019-10-20T12:22:03Z,0.016
2019-10-20T12:23:38Z,NA
2019-10-20T12:24:03Z,0.017
2019-10-20T12:25:38Z,NA
2019-10-20T12:26:03Z,0.016
2019-10-20T12:27:38Z,NA
2019-10-20T12:28:03Z,0.016
2019-10-20T12:29:38Z,NA
2019-10-20T12:30:03Z,0.016
2019-10-20T12:31:38Z,NA
2019-10-20T12:32:03Z,0.015
2019-10-20T12:33:38Z,NA
2019-10-20T12:34:03Z,0.015
2019-10-20T12:35:38Z,NA
2019-10-20T12:36:03Z,0.015
2019-10-20T12:37:38Z,NA
2019-10-20T12:38:03Z,0.015
2019-10-20T12:39:38Z,NA
2019-10-20T12:40:03Z,0.014
2019-10-20T12:41:38Z,NA
2019-10-20T12:42:03Z,0.014
2019-10-20T12:43:38Z,NA
2019-10-20T12:44:03Z,0.014
2019-10-20T12:45:38Z,NA
2019-10-20T12:46:03Z,0.013
2019-10-20T12:47:38Z,NA
2019-10-20T12:48:03Z,0.015
2019-10-20T12:49:38Z,NA
2019-10-20T12:50:03Z,0.015
2019-10-20T12:51:38Z,NA
2019-10-20T12:52:03Z,0.012
2019-10-20T12:53:38Z,NA
2019-10-20T12:54:03Z,0.013
2019-10-20T12:55:38Z,NA
2019-10-20T12:56:03Z,0.014
2019-10-20T12:57:38Z,NA
2019-10-20T12:58:03Z,0.013
2019-10-20T12:59:38Z,NA
2019-10-20T13:00:03Z,0.012
2019-10-20T13:01:38Z,NA
2019-10-20T13:02:03Z,0.013
2019-10-20T13:03:38Z,NA
2019-10-20T13:04:03Z,0.012
2019-10-20T13:05:38Z,NA
2019-10-20T13:06:03Z,0.011
2019-10-20T13:07:38Z,NA
2019-10-20T13:08:03Z,0.011
2019-10-20T13:09:38Z,NA
2019-10-20T13:10:03Z,0.012
2019-10-20T13:11:38Z,NA
2019-10-20T13:12:03Z,0.011
2019-10-20T13:13:38Z,NA
2019-10-20T13:14:03Z,0.012
2019-10-20T13:15:38Z,NA
2019-10-20T13:16:03Z,0.011
2019-10-20T13:17:38Z,NA
2019-10-20T13:18:03Z,0.011
2019-10-20T13:19:38Z,NA
2019-10-20T13:20:03Z,0.01
2019-10-20T13:21:38Z,NA
2019-10-20T13:22:03Z,0.01
2019-10-20T13:23:38Z,NA
2019-10-20T13:24:03Z,0.012
2019-10-20T13:25:38Z,NA
2019-10-20T13:26:03Z,0.01
2019-10-20T13:27:38Z,NA
2019-10-20T13:28:03Z,0.009
2019-10-20T13:29:38Z,NA
2019-10-20T13:30:03Z,0.01
2019-10-20T13:31:38Z,NA
2019-10-20T13:32:03Z,0.009
2019-10-20T13:33:38Z,NA
2019-10-20T13:34:03Z,0.008
2019-10-20T13:35:38Z,NA
2019-10-20T13:36:03Z,0.01
2019-10-20T13:37:38Z,NA
2019-10-20T13:38:03Z,0.009
2019-10-20T13:39:38Z,NA
2019-10-20T13:40:03Z,0.011
2019-10-20T13:41:38Z,NA
2019-10-20T13:42:03Z,0.008
2019-10-20T13:43:38Z,NA
2019-10-20T13:44:03Z,0.008
2019-10-20T13:45:38Z,NA
2019-10-20T13:46:03Z,0.009
2019-10-20T13:47:38Z,NA
2019-10-20T13:48:03Z,0.009
2019-10-20T13:49:38Z,NA
2019-10-20T13:50:03Z,0.009
2019-10-20T13:51:38Z,NA
2019-10-20T13:52:03Z,0.008
2019-10-20T13:53:38Z,NA
2019-10-20T13:54:03Z,0.009
2019-10-20T13:55:38Z,NA
2019-10-20T13:56:03Z,0.009
2019-10-20T13:57:38Z,NA
2019-10-20T13:58:03Z,0.008
2019-10-20T13:59:38Z,NA
2019-10-20T14:00:03Z,0.007
2019-10-20T14:01:38Z,NA
2019-10-20T14:02:03Z,0.008
2019-10-20T14:03:38Z,NA
2019-10-20T14:04:03Z,0.009
2019-10-20T14:05:38Z,NA
2019-10-20T14:06:03Z,0.009
2019-10-20T14:07:38Z,NA
2019-10-20T14:08:03Z,0.01
2019-10-20T14:09:38Z,NA
2019-10-20T14:10:03Z,0.01
2019-10-20T14:11:38Z,NA
2019-10-20T14:12:03Z,0.007
2019-10-20T14:13:38Z,NA
2019-10-20T14:14:03Z,0.009
2019-10-20T14:15:38Z,NA
2019-10-20T14:16:03Z,0.006
2019-10-20T14:17:38Z,NA
2019-10-20T14:18:03Z,0.007
2019-10-20T14:19:38Z,NA
2019-10-20T14:20:03Z,0.008
2019-10-20T14:21:38Z,NA
2019-10-20T14:22:03Z,0.009
2019-10-20T14:23:38Z,NA
2019-10-20T14:24:03Z,0.008
2019-10-20T14:25:38Z,NA
2019-10-20T14:26:03Z,0.008
2019-10-20T14:27:38Z,NA
2019-10-20T14:28:03Z,0.009
2019-10-20T14:29:38Z,NA
2019-10-20T14:30:03Z,0.007
2019-10-20T14:31:38Z,NA
2019-10-20T14:32:03Z,0.008
2019-10-20T14:33:38Z,NA
2019-10-20T14:34:03Z,0.008
2019-10-20T14:35:38Z,NA
2019-10-20T14:36:03Z,0.009
2019-10-20T14:37:38Z,NA
2019-10-20T14:38:03Z,0.007
2019-10-20T14:39:38Z,NA
2019-10-20T14:40:03Z,0.008
2019-10-20T14:41:38Z,NA
2019-10-20T14:42:03Z,0.007
2019-10-20T14:43:38Z,NA
2019-10-20T14:44:03Z,0.007
2019-10-20T14:45:38Z,NA
2019-10-20T14:46:03Z,0.008
2019-10-20T14:47:38Z,NA
2019-10-20T14:48:03Z,0.009
2019-10-20T14:49:38Z,NA
2019-10-20T14:50:03Z,0.007
2019-10-20T14:51:38Z,NA
2019-10-20T14:52:03Z,0.007
2019-10-20T14:53:38Z,NA
2019-10-20T14:54:03Z,0.007
2019-10-20T14:55:38Z,NA
2019-10-20T14:56:03Z,0.007
2019-10-20T14:57:38Z,NA
2019-10-20T14:58:03Z,0.008
2019-10-20T14:59:38Z,NA
2019-10-20T15:00:03Z,0.008
2019-10-20T15:01:38Z,NA
2019-10-20T15:02:03Z,0.008
2019-10-20T15:03:38Z,NA
2019-10-20T15:04:03Z,0.008
2019-10-20T15:05:38Z,NA
2019-10-20T15:06:03Z,0.008
2019-10-20T15:07:38Z,NA
2019-10-20T15:08:03Z,0.007
2019-10-20T15:09:38Z,NA
2019-10-20T15:10:03Z,0.008
2019-10-20T15:11:38Z,NA
2019-10-20T15:12:03Z,0.006
2019-10-20T15:13:38Z,NA
2019-10-20T15:14:03Z,0.005
2019-10-20T15:15:38Z,NA
2019-10-20T15:16:03Z,0.008
2019-10-20T15:17:38Z,NA
2019-10-20T15:18:03Z,0.007
2019-10-20T15:19:38Z,NA
2019-10-20T15:20:03Z,0.006
2019-10-20T15:21:38Z,NA
2019-10-20T15:22:03Z,0.006
2019-10-20T15:23:38Z,NA
2019-10-20T15:24:03Z,0.006
2019-10-20T15:25:38Z,NA
2019-10-20T15:26:03Z,0.006
2019-10-20T15:27:38Z,NA
2019-10-20T15:28:03Z,0.005
2019-10-20T15:29:38Z,NA
2019-10-20T15:30:03Z,0.007
2019-10-20T15:31:38Z,NA
2019-10-20T15:32:03Z,0.006
2019-10-20T15:33:38Z,NA
2019-10-20T15:34:03Z,0.007
2019-10-20T15:35:38Z,NA
2019-10-20T15:36:03Z,0.009
2019-10-20T15:37:38Z,NA
2019-10-20T15:38:03Z,0.01
2019-10-20T15:39:38Z,NA
2019-10-20T15:40:03Z,0.007
2019-10-20T15:41:38Z,NA
2019-10-20T15:42:03Z,0.004
2019-10-20T15:43:38Z,NA
2019-10-20T15:44:03Z,0.006
2019-10-20T15:45:38Z,NA
2019-10-20T15:46:03Z,0.006
2019-10-20T15:47:38Z,NA
2019-10-20T15:48:03Z,0.006
2019-10-20T15:49:38Z,NA
2019-10-20T15:50:03Z,0.006
2019-10-20T15:51:38Z,NA
2019-10-20T15:52:03Z,0.005
2019-10-20T15:53:38Z,NA
2019-10-20T15:54:03Z,0.006
2019-10-20T15:55:38Z,NA
2019-10-20T15:56:03Z,0.005
2019-10-20T15:57:38Z,NA
2019-10-20T15:58:03Z,0.006
2019-10-20T15:59:38Z,NA
2019-10-20T16:00:03Z,0.007
2019-10-20T16:01:38Z,NA
2019-10-20T16:02:03Z,0.005
2019-10-20T16:03:38Z,NA
2019-10-20T16:04:03Z,0.005
2019-10-20T16:05:38Z,NA
2019-10-20T16:06:03Z,0.005
2019-10-20T16:07:38Z,NA
2019-10-20T16:08:03Z,0.008
2019-10-20T16:09:38Z,NA
2019-10-20T16:10:03Z,0.006
2019-10-20T16:11:38Z,NA
2019-10-20T16:12:03Z,0.004
2019-10-20T16:13:38Z,NA
2019-10-20T16:14:03Z,0.006
2019-10-20T16:15:38Z,NA
2019-10-20T16:16:03Z,0.004
2019-10-20T16:17:38Z,NA
2019-10-20T16:18:03Z,0.006
2019-10-20T16:19:38Z,NA
2019-10-20T16:20:03Z,0.005
2019-10-20T16:21:38Z,NA
2019-10-20T16:22:03Z,0.005
2019-10-20T16:23:38Z,NA
2019-10-20T16:24:03Z,0.006
2019-10-20T16:25:38Z,NA
2019-10-20T16:26:03Z,0.004
2019-10-20T16:27:38Z,NA
2019-10-20T16:28:03Z,0.004
2019-10-20T16:29:38Z,NA
2019-10-20T16:30:03Z,0.004
2019-10-20T16:31:38Z,NA
2019-10-20T16:32:03Z,0.004
2019-10-20T16:33:38Z,NA
2019-10-20T16:34:03Z,0.004
2019-10-20T16:35:38Z,NA
2019-10-20T16:36:03Z,0.005
2019-10-20T16:37:38Z,NA
2019-10-20T16:38:03Z,0.005
2019-10-20T16:39:38Z,NA
2019-10-20T16:40:03Z,0.004
2019-10-20T16:41:38Z,NA
2019-10-20T16:42:03Z,0.005
2019-10-20T16:43:38Z,NA
2019-10-20T16:44:03Z,0.005
2019-10-20T16:45:38Z,NA
2019-10-20T16:46:03Z,0.005
2019-10-20T16:47:38Z,NA
2019-10-20T16:48:03Z,0.004
2019-10-20T16:49:38Z,NA
2019-10-20T16:50:03Z,0.004
2019-10-20T16:51:38Z,NA
2019-10-20T16:52:03Z,0.005
2019-10-20T16:53:38Z,NA
2019-10-20T16:54:03Z,0.004
2019-10-20T16:55:38Z,NA
2019-10-20T16:56:03Z,0.004
2019-10-20T16:57:38Z,NA
2019-10-20T16:58:03Z,0.003
2019-10-20T16:59:38Z,NA
2019-10-20T17:00:03Z,0.002
2019-10-20T17:01:38Z,NA
2019-10-20T17:02:03Z,0.005
2019-10-20T17:03:38Z,NA
2019-10-20T17:04:03Z,0.005
2019-10-20T17:05:38Z,NA
2019-10-20T17:06:03Z,0.005
2019-10-20T17:07:38Z,NA
2019-10-20T17:08:03Z,0.005
2019-10-20T17:09:38Z,NA
2019-10-20T17:10:03Z,0.005
2019-10-20T17:11:38Z,NA
2019-10-20T17:12:03Z,0.004
2019-10-20T17:13:38Z,NA
2019-10-20T17:14:03Z,0.007
2019-10-20T17:15:38Z,NA
2019-10-20T17:16:03Z,0.005
2019-10-20T17:17:38Z,NA
2019-10-20T17:18:03Z,0.006
2019-10-20T17:19:38Z,NA
2019-10-20T17:20:03Z,0.005
2019-10-20T17:21:38Z,NA
2019-10-20T17:22:03Z,0.006
2019-10-20T17:23:38Z,NA
2019-10-20T17:24:03Z,0.005
2019-10-20T17:25:38Z,NA
2019-10-20T17:26:03Z,0.005
2019-10-20T17:27:38Z,NA
2019-10-20T17:28:03Z,0.007
2019-10-20T17:29:38Z,NA
2019-10-20T17:30:03Z,0.007
2019-10-20T17:31:38Z,NA
2019-10-20T17:32:03Z,0.003
2019-10-20T17:33:38Z,NA
2019-10-20T17:34:03Z,0.006
2019-10-20T17:35:38Z,NA
2019-10-20T17:36:03Z,0.003
2019-10-20T17:37:38Z,NA
2019-10-20T17:38:03Z,0.005
2019-10-20T17:39:38Z,NA
2019-10-20T17:40:03Z,0.006
2019-10-20T17:41:38Z,NA
2019-10-20T17:42:03Z,0.005
2019-10-20T17:43:38Z,NA
2019-10-20T17:44:03Z,0.004
2019-10-20T17:45:38Z,NA
2019-10-20T17:46:03Z,0.005
2019-10-20T17:47:38Z,NA
2019-10-20T17:48:03Z,0.005
2019-10-20T17:49:38Z,NA
2019-10-20T17:50:03Z,0.004
2019-10-20T17:51:38Z,NA
2019-10-20T17:52:03Z,0.004
2019-10-20T17:53:38Z,NA
2019-10-20T17:54:03Z,0.003
2019-10-20T17:55:38Z,NA
2019-10-20T17:56:03Z,0.004
2019-10-20T17:57:38Z,NA
2019-10-20T17:58:03Z,0.003
2019-10-20T17:59:38Z,NA
2019-10-20T18:00:03Z,0.004
2019-10-20T18:01:38Z,NA
2019-10-20T18:02:03Z,0.005
2019-10-20T18:03:38Z,NA
2019-10-20T18:04:03Z,0.004
2019-10-20T18:05:38Z,NA
2019-10-20T18:06:03Z,0.004
2019-10-20T18:07:38Z,NA
2019-10-20T18:08:03Z,0.004
2019-10-20T18:09:38Z,NA
2019-10-20T18:10:03Z,0.005
2019-10-20T18:11:38Z,NA
2019-10-20T18:12:03Z,0.004
